ID,Source,Translation,AI_Reference
"ST_Name_Item,M_MissilePart::2340931614",Broken Missile,,
"ST_Name_Item,Shoes_5::855524790",Defender Boots,,
"ST_Name_Item,ScanGrenade01::773546657",Detector,,
"ST_Name_Item,MI_Core_L1::958480622",Control Core,,
"ST_Name_Item,M_AutoControlModule::4147544959",Control Module,,
"ST_Name_Item,H_Hurt::1322869183",Lacerate,,
"ST_Name_Item,LockPicker::31264423",Lockpick,,
"ST_Name_Item,MI_MBSBlueprint_Lv1::1781614620",Support Facility Blueprint - I,,
"ST_Name_Item,MI_MBSBlueprint_Lv2::3357831936",Support Facility Blueprint - II,,
"ST_Name_Item,ResearchBlueprint_Cannon_Type2::3374534133",105mm Artillery Blueprint,,
"ST_Name_Item,ReviveCard::1403277012",Rescue Beacon,,
"ST_Name_Item,H_Shotgun::135027696",Scatter Shot,,
"ST_Name_Item,M_CielModem::2657895003",Data Relayer,,
"ST_Name_Item,H_MultiEffect::1919501861",Slasher Round,,
"ST_Name_Item,M_UavCore::174093048",Drone Core,,
"ST_Name_Item,militaryuse_oldmedal::2059671859",Vintage Badge,,
"ST_Name_Item,Drink04::4001884368",Prewar Beverage,,
"ST_Name_Item,militaryuse_oldweapon::1875716799",Vintage Weapon,,
"ST_Name_Item,militaryuse_oldchip::1527366707",Old CPU Chip,,
"ST_Name_Item,civiluse_graphicscard::4033079158",Graphics Card,,
"ST_Name_Item,Valuable_Microscope::787864047",Microscope,,
"ST_Name_Item,CharacterChange::1352048834",Promotion Station,,
"ST_Name_Item,Gloves_2::4159567090",Gunner Gloves,,
"ST_Name_Item,GunStock_Normal::2599609485",Regular Stock,,
"ST_Name_Item,GunBarror_Normal::1919624543",Regular Barrel,,
"ST_Name_Item,GunScope_2::1866575923",Smart Sight,,
"ST_Name_Item,ResearchBlueprint_Turret_Missile::1985810271",Smart Mortar Blueprint,,
"ST_Name_Item,Liquid_Alcohol::4198223964",Organic Solvent,,
"ST_Name_Item,M_Wood::2415162116",Lumber,,
"ST_Name_Item,ProduceMaterial::355515996",Untainted Mechanical Parts,,
"ST_Name_Item,Gloves_5::3649665159",Mechanical Claw,,
"ST_Name_Item,Mechanical_Parts::3267585920",Mechanical Part,,
"ST_Name_Item,ResearchBlueprint_MechaHanger03::3340179879",Cataphract Hangar - Ranger Blueprint,,
"ST_Name_Item,ResearchBlueprint_MechaHanger02::1330131880",Cataphract Hangar - Vanguard Blueprint,,
"ST_Name_Item,ResearchBlueprint_MechaHanger01::1429539890",Cataphract Hangar - Knight Blueprint,,
"ST_Name_Item,M_MechaMaterial::2854341222",Cataphract Core,,
"ST_Name_Item,civiluse_magazine::2632482879",Vintage Magazine,,
"ST_Name_Item,Armor_9::3558229873",Supreme Shield,,
"ST_Name_Item,Armor_Maximizer_1::1364914666",Maximizer Armor,,
"ST_Name_Item,GunMag_Speed::4094758153",Rapid Core Gun,,
"ST_Name_Item,GunSlot_Racking::2300096541",Mounting Underbarrel,,
"ST_Name_Item,Helmet_Suppression_0::1851708498",Suppression Helmet,,
"ST_Name_Item,H_DefaultNormal::3924173231",Regular,,
"ST_Name_Item,Helmet_1::3571224223",Standard Helmet,,
"ST_Name_Item,GunMag_Normal::738475358",Standard Core Gun,,
"ST_Name_Item,M_FuelRods::3628709980",Nuclear Fuel Rod,,
"ST_Name_Item,Valuable_Flag::121867800",Greg Med Banner,,
"ST_Name_Item,KeyCard02::27684338",Greg Ins. Keycard,,
"ST_Name_Item,MI_Document::1740615159",Archive Data,,
"ST_Name_Item,Valuable_Herbarium::3622314131",Plant Sample,,
"ST_Name_Item,PlantExtracts::1066215174",Plant Extract,,
"ST_Name_Item,H_Grenade::3279147172",Grenade,,
"ST_Name_Item,GunSlot_Missile::1780709310",Grenade Underbarrel,,
"ST_Name_Item,Gloves_7::2660006253",Grenade Gloves,,
"ST_Name_Item,GunBarror_5::453683392",Grenade Barrel,,
"ST_Name_Item,Drink_BTD_BaseDamage::990689320",Cherry Juice,,
"ST_Name_Item,Drink_BTD_CriticalDamage::2129472473",Orange Juice,,
"ST_Name_Item,ResearchBlueprint_Turret_Destroyer::3273427110",Exterminator Blueprint,,
"ST_Name_Item,ItemDrone01::3101440281",Civil Drone,,
"ST_Name_Item,ItemDrone03::3792842179",Civil Drone ProMax,,
"ST_Name_Item,Drink02::551886859",Soda,,
"ST_Name_Item,M_ElectricEngine::4237824271",Automotive Capacitor,,
"ST_Name_Item,HealingMachine::2258105153",Healing Station,,
"ST_Name_Item,H_BubbleGun::2651433661",Bubble Gun,,
"ST_Name_Item,H_DamageAddWithGravity::3263744308",Lead Infused,,
"ST_Name_Item,H_StreamLight::3776340751",Radiance,,
"ST_Name_Item,Shoes_4::808025439",Levitation Boots,,
"ST_Name_Item,GunBarror_1::1253340435",Turbine Barrel,,
"ST_Name_Item,M_FAME::3792597911",Hydraulic Material,,
"ST_Name_Item,M_Al::2126745558",Liquid Metal,,
"ST_Name_Item,ExplodeBarrelIce::1275767825",Cryo Barrel,,
"ST_Name_Item,ResearchProgress::2900328368",Xenium Solution,,
"ST_Name_Item,MechaBeacon_Type3::3899545790",Ranger Beacon,,
"ST_Name_Item,civiluse_gamecard::295353553",Vintage Game,,
"ST_Name_Item,CataPart::1401623972",Proto-XEN,,
"ST_Name_Item,civiluse_comic::3385870462",Vintage Comic,,
"ST_Name_Item,GunSlot_Laser::900920864",Laser Underbarrel,,
"ST_Name_Item,GunAmmo_FireLv1::4180019934",Pyro Ammo,,
"ST_Name_Item,AmmoBox_FireLv1::277738418",Pyro Ammo Box,,
"ST_Name_Item,GrenadeFire::671737311",Pyro Grenade,,
"ST_Name_Item,Gloves_PyroGrenade_0::3500417253",Pyro Grenade Gloves,,
"ST_Name_Item,E_Fire::3850595182",Pyro XEN,,
"ST_Name_Item,ResearchBlueprint_Turret_Flame::2241291224",Pyro Cannon Blueprint,,
"ST_Name_Item,Gloves_Rocket::4014929617",Rocket Gloves,,
"ST_Name_Item,RPG7::4199885936",Rocket Launcher,,
"ST_Name_Item,Powder::2231234851",Gunpowder,,
"ST_Name_Item,Valuable_FireExtinguisher::3292534866",Fire Extinguisher,,
"ST_Name_Item,M_TurretBody::2686114113",Turret Nexus,,
"ST_Name_Item,M_TurretFundation::1121997172",Turret Base,,
"ST_Name_Item,M_TurretBarror::187821796",MG Turret Barrel,,
"ST_Name_Item,ResearchBlueprint_TurretOverrider::105355190",Turret Overrider Blueprint,,
"ST_Name_Item,CannonAmmo01::3696108634",Artillery Shell,,
"ST_Name_Item,shellchest::2789575900",Shell Storage,,
"ST_Name_Item,M_Powder::3192385090",High Explosive,,
"ST_Name_Item,H_FocusBeam::534244823",Focus,,
"ST_Name_Item,FlareGrenade::261913488",Flare,,
"ST_Name_Item,Fule01::1430315975",Fuel,,
"ST_Name_Item,Armor_Explosives::1410226202",Explosive Amp Armor,,
"ST_Name_Item,GunMag_Fission::3924723362",Explosive Core Gun,,
"ST_Name_Item,ExplodeBarrel::269466272",Exploding Barrel,,
"ST_Name_Item,H_Claw::903054309",Claw Mark,,
"ST_Name_Item,M_ItemProduce_Part::715974733",Matter Reconstructor,,
"ST_Name_Item,AbilityRandomInjector::978468323",Trait Enhancer,,
"ST_Name_Item,AbilityReplaceInjector::678990778",Trait Reforger,,
"ST_Name_Item,Injector_BTD_CriticalDamage::2754955717",Berserk Injector,,
"ST_Name_Item,H_RangeHunter::1000253053",Marksman,,
"ST_Name_Item,GunMag_Snipe::490085090",Marksman Core Gun,,
"ST_Name_Item,Injector_BTD_WeakDamage::2718478665",Hunt Injector,,
"ST_Name_Item,H_OrbitBall::2217405454",Orbit,,
"ST_Name_Item,Valuable_Amber::3966336876",Amber,,
"ST_Name_Item,H_BioSignal::711611877",Biometric Signal,,
"ST_Name_Item,Electirc_Parts::3464264023",Electronic Component,,
"ST_Name_Item,KeyCard01::4103534356",Digital Keycard,,
"ST_Name_Item,civiluse_moviedvd::1921825152",Vintage Movie,,
"ST_Name_Item,PuzzleBall01::2526538445",Electro Orbs,,
"ST_Name_Item,PuzzleBall02::4232053963",Electro Hammer,,
"ST_Name_Item,PuzzleCableTarget::1065602462",Electromagnetic Plug,,
"ST_Name_Item,M_S::748740396",Graphene,,
"ST_Name_Item,M_FeOre::2949378230",Ore,,
"ST_Name_Item,MI_ResearchBlueprint_Lv1_A::384063762",Blueprint I: Part 1,,
"ST_Name_Item,MI_ResearchBlueprint_Lv1_B::2925018743",Blueprint I: Part 2,,
"ST_Name_Item,MI_ResearchBlueprint_Lv2_A::1603909828",Blueprint II: Part 1,,
"ST_Name_Item,MI_ResearchBlueprint_Lv2_C::3878018977",Blueprint II: Part 3,,
"ST_Name_Item,MI_ResearchBlueprint_Lv2_B::1652305731",Blueprint II: Part 2,,
"ST_Name_Item,MI_ResearchBlueprint_Lv3_A::1628904089",Blueprint II: Part 1,,
"ST_Name_Item,MI_ResearchBlueprint_Lv4_A::3284165568",Blueprint II: Part 1,,
"ST_Name_Item,MI_ResearchBlueprint_Lv4_C::2071725221",Blueprint II: Part 3,,
"ST_Name_Item,MI_ResearchBlueprint_Lv4_B::4263900231",Blueprint II: Part 2,,
"ST_Name_Item,MI_ResearchBlueprint_Lv3_D::3242254456",Blueprint II: Part 4,,
"ST_Name_Item,MI_ResearchBlueprint_Lv3_B::278335891",Blueprint II: Part 2,,
"ST_Name_Item,MI_ResearchBlueprint_Lv3_C::2821420790",Blueprint II: Part 3,,
"ST_Name_Item,MI_ResearchData_L2::4219407617",Research Data,,
"ST_Name_Item,GunSlot_Bayonet::2071042168",Piercing Underbarrel,,
"ST_Name_Item,GunBarror_2::173557510",Piercing Barrel,,
"ST_Name_Item,militaryuse_harddisk::2390585669",Hard Disk,,
"ST_Name_Item,H_MercyPower::1313501167",Divine Might,,
"ST_Name_Item,H_Remove::4077512347",Remove,,
"ST_Name_Item,H_RecoilDecrease::2490156035",Stable,,
"ST_Name_Item,Helmet_Pilot::3927022318",Airborne Helmet,,
"ST_Name_Item,Helmet_4::4033070962",Pilot Visor,,
"ST_Name_Item,H_AirCannon::3834100395",Air Cannon,,
"ST_Name_Item,M_PlasmaBattery::4190815650",Ion Battery,,
"ST_Name_Item,GunStock_Crude::2608793768",Crude Stock,,
"ST_Name_Item,Armor_Computing::1816538444",Computing Armor,,
"ST_Name_Item,GunAmmo_DamageAdd::253358179",Refined Bullet,,
"ST_Name_Item,AmmoBox_DamageAdd::1271328486",Box of Refined Bullets,,
"ST_Name_Item,M_RareMachinePart::2858874443",Intricate Component,,
"ST_Name_Item,GunMag_Elite::1658560038",Elite Core Gun,,
"ST_Name_Item,RetreatSignalFlare::61999892",Emergency Evac Beacon,,
"ST_Name_Item,M_C::2686015939",Fiber,,
"ST_Name_Item,Drink01::476277877",Purified Water,,
"ST_Name_Item,M_QuantumChip::2115664107",Nano Processor,,
"ST_Name_Item,M_RareChip::419943448",Nanochip,,
"ST_Name_Item,Valuable_QuatumChip::2919642443",Nanochip Processor,,
"ST_Name_Item,InjectorExp::2106066512",EXP Injector,,
"ST_Name_Item,W_Turret_RepairGun::4221696357",Repair Muzzle,,
"ST_Name_Item,M_Xenium::3450287178",Xenium Vial,,
"ST_Name_Item,ResearchBlueprint_Cannon_88mm::2132525153",Prewar Artillery Blueprint,,
"ST_Name_Item,ResearchBlueprint_Turret_HeavyCannon01::908873827",406mm Cruiser Cannon Blueprint,,
"ST_Name_Item,Polymer::3478950715",Polymer,,
"ST_Name_Item,H_Adrenaline::2931296249",Adrenaline,,
"ST_Name_Item,H_Penetration::4214295392",Energy Arc,,
"ST_Name_Item,GunAmmo_EnergyLv1::3605850815",Electro Ammo,,
"ST_Name_Item,AmmoBox_EnergyLv1::2687611369",Electro Ammo Box,,
"ST_Name_Item,Food01::4139179923",Energy Bar,,
"ST_Name_Item,E_Energy::1430202677",Electro XEN,,
"ST_Name_Item,Valuable_MachineryParts::3223887504",BCI Chip,,
"ST_Name_Item,PPI_Turret::1285668642",Prototype Machine Gun Turret,,
"ST_Name_Item,Drink_BTD_WeakDamage::3643228285",Apple Juice,,
"ST_Name_Item,H_AreaHeal::4163778735",Healing Range,,
"ST_Name_Item,MI_GreenOre::2850686015",Luminite,,
"ST_Name_Item,M_Drug::2110513004",Proto-Synthesis,,
"ST_Name_Item,MI_SupplyBox::1583964578",Care Package,,
"ST_Name_Item,EquipUpgrade_1::2874492304",Gear Tuner,,
"ST_Name_Item,LureGrenade::3251782322",Decoy Bomb,,
"ST_Name_Item,M_Cu::4159514301",Superconductive Material,,
"ST_Name_Item,Helmet_Control_0::4082016097",Override Helmet,,
"ST_Name_Item,KeyCard03::685731310",THI Keycard,,
"ST_Name_Item,H_Teleport::1548927313",Warp,,
"ST_Name_Item,ResearchBlueprint_MineCannon::523235722",Mine Launcher Blueprint,,
"ST_Name_Item,H_Boom::2335506883",Barrage,,
"ST_Name_Item,H_FixedDamage::3596557717",Light Strike,,
"ST_Name_Item,H_SpeedShoot::3119366587",Light,,
"ST_Name_Item,GunStock_Lightweight::61821618",Lightweight Stock,,
"ST_Name_Item,MI_HeavyGunBlueprint::3094975357",30mm Light Gun Blueprint,,
"ST_Name_Item,ResearchBlueprint_Turret_Heavy01::3094975357",30mm Light Gun Blueprint,,
"ST_Name_Item,H_LightWeight::163781311",Lightweight,,
"ST_Name_Item,Armor_Light::1357267486",Lightweight Armor,,
"ST_Name_Item,MechaBeacon_Type2::650997169",Vanguard Beacon,,
"ST_Name_Item,MI_CIWSBlueprint::3547911555",CIWS Blueprint,,
"ST_Name_Item,ResearchBlueprint_Turret_CIWS::3547911555",CIWS Blueprint,,
"ST_Name_Item,M_CielCable::228473108",Data Cable,,
"ST_Name_Item,H_DefaultDamage::888337533",Combo Strike,,
"ST_Name_Item,H_Chain::1263861254",Chain,,
"ST_Name_Item,H_Fission::3605622452",Chain Reaction,,
"ST_Name_Item,Shoes_2::2313708124",Burst Boots,,
"ST_Name_Item,Armor_8::4237541097",Adaptive Armor,,
"ST_Name_Item,M_SignalReciever::1199144176",Comm Module,,
"ST_Name_Item,GunScope_Normal::11160195",Multi-Purpose Sight,,
"ST_Name_Item,H_StandardShoot::3317025361",Spray,,
"ST_Name_Item,M_TurretBarror_Heavy::2495302451",30mm Light Gun Barrel,,
"ST_Name_Item,M_TurretBody_Heav::1208556140",Rapid Fire Nexus,,
"ST_Name_Item,ChallengeShow_OutpostLv2::649020033",Component Permit,,
"ST_Name_Item,H_HeavyShoot::2660628744",Heavy,,
"ST_Name_Item,GunBarror_3::3159610793",Heavy Barrel,,
"ST_Name_Item,Valuable_Trophy_Lv3::2945252781",Gold Trophy,,
"ST_Name_Item,M_Alloy::3382255339",Scrap Metal,,
"ST_Name_Item,M_Fe::2118688288",Metal Slab,,
"ST_Name_Item,universal_goldencup::3371691667",Gold Cup,,
"ST_Name_Item,H_Pin::248901938",Pinprick,,
"ST_Name_Item,universal_diamond::810844203",Diamond,,
"ST_Name_Item,M_Uranium::2903712054",Uranium,,
"ST_Name_Item,MSD_Fence01::109886898",Barbed Wire,,
"ST_Name_Item,Valuable_Trophy_Lv1::1081364481",Bronze Trophy,,
"ST_Name_Item,universal_coppercup::30069989",Copper Cup,,
"ST_Name_Item,Valuable_Trophy_Lv2::2993841048",Silver Trophy,,
"ST_Name_Item,universal_silvercup::1769777787",Silver Cup,,
"ST_Name_Item,Valuable_Trophy_Lv4::935674667",Silver Horse Statue,,
"ST_Name_Item,H_Heavy::1723866102",Iron-Forged,,
"ST_Name_Item,LongSword::2972424151",Long Sword,,
"ST_Name_Item,SceneDoor::3377974480",Door,,
"ST_Name_Item,Gloves_4::1610595428",Flash Bracers,,
"ST_Name_Item,Shoes_Dodge::1653520015",Evasion Boots,,
"ST_Name_Item,MI_SpiderTankBlueprint::3926220488",Guardian Fabricator Blueprint,,
"ST_Name_Item,ResearchBlueprint_Player_BlockWave::1046563122",Promethean Collider Blueprint,,
"ST_Name_Item,Armor_5::3701670925",Impedance Shield,,
"ST_Name_Item,Valuable_Wine01::473896976",Aged Wine,,
"ST_Name_Item,universal_clayhorsefigurine::3912555746",Vintage Statue,,
"ST_Name_Item,MI_Core::1998517902",Composite Fiber Container I,,
"ST_Name_Item,H_Shock::2133612306",Intimidate,,
"ST_Name_Item,ResearchBlueprint_Paint_Cannon_MissileArray::3560352207",Rocket Array Blueprint,,
"ST_Name_Item,GunMag_Cavalry::827730160",Cavalry Core Gun,,
"ST_Name_Item,MechaBeacon_Type1::1531609359",Knight Beacon,,
"ST_Name_Item,M_XeniumPlant::338454801",Xenium Plants,,
"ST_Name_Item,M_XeniumOre::1253400222",Xenium Ore,,
"ST_Name_Item,M_XeniumRareEarth::2848817624",Xenium Soil,,
"ST_Name_Item,Valuable_BTD_2::1661042076",Xenium Microbial Mat,,
"ST_Name_Item,ExplodePoisonSac::2515328249",Xenium Pack,,
"ST_Name_Item,ResearchPoint::3454987568",Tech Pts,,
"ST_Name_Item,MI_CargoResearch::121176965",Valuable Blueprint,,
"ST_Name_Item,GunScope_3::3856631429",High-power Sight,,
"ST_Name_Item,M_GasCan::3894898316",Pressurized Container,,
"ST_Name_Item,H_Effective::3957252779",Advanced,,
"ST_Name_Item,Mine02::1188622863",High Explosive,,
"ST_Name_Item,EquipmentInsurance_3::3965073252",Advanced Safety Material,,
"ST_Name_Item,GunAmmo_IceLv2::2750790491",Advanced Cryo Ammo,,
"ST_Name_Item,AmmoBox_IceLv2::792530858",Box of Advanced Cryo Ammo,,
"ST_Name_Item,ArmorPlate_Excellent::3738535299",Advanced Armor Plate,,
"ST_Name_Item,GunAmmo_FireLv2::123772570",Advanced Pyro Ammo,,
"ST_Name_Item,AmmoBox_FireLv2::46603116",Box of Advanced Pyro Ammo,,
"ST_Name_Item,GunAmmo_EnergyLv2::682262267",Advanced Electro Ammo,,
"ST_Name_Item,AmmoBox_EnergyLv2::2994428215",Box of Advanced Electro Ammo,,
"ST_Name_Item,M_RareDrug::3551365757",Advanced Medicine,,
"ST_Name_Item,M_KNO3::193737630",High-Energy Compound,,
"ST_Name_Item,M_NukeMat::1581653829",High Energy Matter,,
"ST_Name_Item,Helmet_Breakthrough::2415766398",Breakthrough Helmet,,
"ST_Name_Item,H_BloodAccumulate::1840711586",Sanguine Accumulation,,
"ST_Name_Item,GunMag_Blood::670482013",Sanguine Core Gun,,
"ST_Name_Item,H_BloodThirst::1402767817",Sanguine Thirst,,
"ST_Name_Item,H_BloodBoom::1924999277",Sanguine Explosion,,
"ST_Name_Item,H_BloodDamage::314754521",Sanguine Combo Strike,,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_Fist_Desc::3250244599","+| Upon Recovery, gain gold equal to 100% of the total value of all [Materials] in your storage. -| Some Sweepers will spawn as Pulverizers.",,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_Nebula_Desc::172664299","+|Upon Recovery, gain gold equal to 400% of the total value of all [Valuables] in your storage. -| Nebulas will now be air dropped onto the battlefield.",,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_Envoy_Desc::703645548","+|Upon Recovery, gain gold equal to 200% of the total value of all items in your storage. -| Envoy forces will now launch a surprise attack.",,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_EnvoyAir_Desc::1002797976",+|Destroying all enemies on Recovery Day grants extra rewards. -| Attack Helicopters will harass you.,,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_MissileTank_Desc::2863059928",+|Enemies that die within the X-Boost Field grant you gold equal to 1% of their Max HP. -| Some enemy tanks are now equipped with missile launchers.,,
"ST_Name_LevelEvent,Difficulty_Mecha_Jump_Des::2005612932",+| Immediately grants access to a drop pod. -| Apostle will jump near the Outpost.,,
"ST_Name_LevelEvent,Risk_MonsterOption_AngelCloser_Desc::286269630",+| Immediately grants access to a drop pod. -| Seraph enemies now spawn closer to the Outpost.,,
"ST_Name_LevelEvent,BTD_MonsterOption_FortressFlagship_Des::2413576076",+| Immediately grants access to a drop pod. -| A Kronos Juggernaut is approaching the battlefield.,,
"ST_Name_LevelEvent,Risk_MonsterOption_FortressCannon_Desc::625671685",+| Immediately grants access to a drop pod. -| Kronos will now be equipped with a massive cannon.,,
"ST_Name_LevelEvent,MonsterOption_DoubleAngel_Desc::1291678567",+| Immediately grants access to a drop pod. -| Kronos and Crius will attack simultaneously.,,
"ST_Name_LevelEvent,BTD_MonsterMod_Mecha_Elite::663029818",+| Immediately grants access to a drop pod. -| Elite Apostles will attack in place of Regular Apostles.,,
"ST_Name_LevelEvent,BTD_MonsterOption_MachineElite_EMP_Des::1723232899",+| Immediately grants access to a drop pod. -| Shoulder Weapon Upgrade: Grants the EMP Shoulder Cannon to Super Soldiers.,,
"ST_Name_LevelEvent,BTD_MonsterOption_MachineElite_SuperRPG_Des::3657200917",+| Immediately grants access to a drop pod. -| Shoulder Weapon Upgrade: Grants the Missile Shoulder Cannon to Super Soldiers,,
"ST_Name_LevelEvent,BTD_Fake_Boss::754614045",Boss Incoming,,
"ST_Name_LevelEvent,BTD_Fake_3WayAttack::3693298872",Three-Pronged Assault,,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterShield::905650073",Shielded Enemies,,
"ST_Name_LevelEvent,Monster_Upgrade_Hp::2373609642",Die Hard,,
"ST_Name_LevelEvent,Risk_MonsterOption_NoSleep_Title::338746123",Sleepless Night,,
"ST_Name_LevelEvent,BTD_Fake_2WayAttack::3260448156",Two-Pronged Assault,,
"ST_Name_LevelEvent,Difficulty_Round4_Detection::2440056891",Advance Detection,,
"ST_Name_LevelEvent,AreaEvent_Bad_MonsterMod_Nebula_Title::1342209071",Death From Above,,
"ST_Name_LevelEvent,Risk_MonsterOption_EnvoyJoin_Desc::3277363162",Envoy forces will join the battle.,,
"ST_Name_LevelEvent,Display_Bad_Enemy_Envoy_Title::4029509283",Envoy Attack,,
"ST_Name_LevelEvent,AreaEvent_Good_Auto_BetterDrop_SP::1007977154",Better Loot,,
"ST_Name_LevelEvent,AreaEvent_Good_Rarity_5::1693168849",Epic Loot,,
"ST_Name_LevelEvent,Risk_MonsterOption_BugsJoin_Title::3529750325",Gamma Corps,,
"ST_Name_LevelEvent,Risk_MonsterOption_BugsJoin_Desc::4265344349",Gamma Corps will join the battle.,,
"ST_Name_LevelEvent,Endless_Monster_NoRes::1232891278",Primitive Conversion,,
"ST_Name_LevelEvent,AreaEvent_Good_Player_HPAdd01::237436755",Well Rested - I,,
"ST_Name_LevelEvent,AreaEvent_Good_Player_HPAdd02::2216620585",Well Rested - II,,
"ST_Name_LevelEvent,AreaEvent_Good_Player_HPAdd03::2461464391",Well Rested - III,,
"ST_Name_LevelEvent,Difficulty_Mecha_Jump::2289206092",Apostle Descent,,
"ST_Name_LevelEvent,Risk_MonsterMod_Mecha_Elite::3470476707",Apostle incoming.,,
"ST_Name_LevelEvent,Risk_MonsterOption_MoreMecha_Desc::133422385",Apostles now have a chance to spawn with increased numbers.,,
"ST_Name_LevelEvent,Risk_MonsterOption_MoreMecha_Title::665474104",Apocalyptic Judgment,,
